movie_id,rating_count,average_rating,title,release_date,imdb_url
51,81,3.45679012345679,Legends of the Fall (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994)
49,81,3.3209876543209877,I.Q. (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?I.Q.%20(1994)
873,81,2.962962962962963,Picture Perfect (1997),01-Aug-1997,http://us.imdb.com/M/title-exact?Picture+Perfect+(1997)
519,80,4.1,"Treasure of the Sierra Madre, The (1948)",01-Jan-1948,"http://us.imdb.com/M/title-exact?Treasure%20of%20the%20Sierra%20Madre,%20The%20(1948)"
45,80,4.05,Eat Drink Man Woman (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994)
530,80,4.025,"Man Who Would Be King, The (1975)",01-Jan-1975,"http://us.imdb.com/M/title-exact?Man%20Who%20Would%20Be%20King,%20The%20(1975)"
312,80,3.1625,Midnight in the Garden of Good and Evil (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Midnight+in+the+Garden+of+Good+and+Evil+(1997)
930,80,2.7,Chain Reaction (1996),31-Jul-1996,http://us.imdb.com/M/title-exact?Chain%20Reaction%20(1996)
826,80,2.575,"Phantom, The (1996)",07-Jun-1996,"http://us.imdb.com/M/title-exact?Phantom,%20The%20(1996)"
710,79,3.569620253164557,Better Off Dead... (1985),01-Jan-1985,http://us.imdb.com/Title?Better+Off+Dead...+(1985)
584,79,3.5443037974683542,"Secret Garden, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Secret%20Garden,%20The%20(1993)"
658,79,3.4177215189873418,Pump Up the Volume (1990),01-Jan-1990,http://us.imdb.com/M/title-exact?Pump%20Up%20the%20Volume%20(1990)
44,79,3.3417721518987342,Dolores Claiborne (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994)
696,79,3.1392405063291138,City Hall (1996),16-Feb-1996,http://us.imdb.com/M/title-exact?City%20Hall%20(1996)
736,78,3.9358974358974357,Shadowlands (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Shadowlands%20(1993)
287,78,3.58974358974359,Marvin's Room (1996),18-Dec-1996,http://us.imdb.com/M/title-exact?Marvin's%20Room%20(1996)
295,77,3.4025974025974026,Breakdown (1997),02-May-1997,http://us.imdb.com/M/title-exact?Breakdown%20%281997%29
629,77,3.3376623376623376,Victor/Victoria (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?Victor/Victoria%20%281982%29
676,77,3.3376623376623376,"Crucible, The (1996)",27-Nov-1996,"http://us.imdb.com/M/title-exact?Crucible,%20The%20(1996)"
1074,77,2.961038961038961,Reality Bites (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Reality%20Bites%20(1994)
778,76,3.5526315789473686,Don Juan DeMarco (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Don%20Juan%20DeMarco%20and%20the%20Centerfold%20(1995)
724,76,3.486842105263158,Circle of Friends (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Circle%20of%20Friends%20(1995)
401,76,2.8026315789473686,"Brady Bunch Movie, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brady%20Bunch%20Movie,%20The%20(1995)"
969,75,3.8,Winnie the Pooh and the Blustery Day (1968),01-Jan-1968,http://us.imdb.com/M/title-exact?Winnie%20the%20Pooh%20and%20the%20Blustery%20Day%20%281968%29
311,75,3.68,"Wings of the Dove, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Wings+of+the+Dove%2C+The+(1997)
627,75,3.2266666666666666,Robin Hood: Prince of Thieves (1991),01-Jan-1991,http://us.imdb.com/Title?Robin+Hood%3A+Prince+of+Thieves+(1991)
871,75,2.4,Vegas Vacation (1997),14-Feb-1997,http://us.imdb.com/M/title-exact?Vegas%20Vacation%20(1997)
1101,74,3.77027027027027,Six Degrees of Separation (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Six%20Degrees%20of%20Separation%20(1993)
221,74,3.72972972972973,Breaking the Waves (1996),15-Nov-1996,http://us.imdb.com/M/title-exact?Breaking%20the%20Waves%20(1996)
461,74,3.6216216216216215,Smoke (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Smoke%20(1995)
105,74,2.5675675675675675,Sgt. Bilko (1996),29-Mar-1996,http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996)
525,73,4.027397260273973,"Big Sleep, The (1946)",01-Jan-1946,"http://us.imdb.com/M/title-exact?Big%20Sleep,%20The%20(1946)"
26,73,3.452054794520548,"Brothers McMullen, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)"
101,73,3.26027397260274,Heavy Metal (1981),08-Mar-1981,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981)
417,73,3.095890410958904,"Parent Trap, The (1961)",01-Jan-1961,"http://us.imdb.com/M/title-exact?Parent%20Trap,%20The%20(1961)"
1048,73,3.0136986301369864,She's the One (1996),23-Aug-1996,http://us.imdb.com/M/title-exact?She's%20the%20One%20(1996)
299,73,2.9315068493150687,Hoodlum (1997),22-Aug-1997,http://us.imdb.com/M/title-exact?Hoodlum+(1997)
513,72,4.333333333333333,"Third Man, The (1949)",01-Jan-1949,"http://us.imdb.com/M/title-exact?Third%20Man,%20The%20(1949)"
713,72,3.611111111111111,Othello (1995),18-Dec-1995,http://us.imdb.com/M/title-exact?Othello%20(1995)
650,72,3.5416666666666665,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",01-Jan-1957,"http://us.imdb.com/M/title-exact?Sjunde%20inseglet,%20Det%20(1957)"
141,72,3.5,"20,000 Leagues Under the Sea (1954)",01-Jan-1954,"http://us.imdb.com/M/title-exact?20,000%20Leagues%20Under%20the%20Sea%20(1954)"
354,72,3.486111111111111,"Wedding Singer, The (1998)",13-Feb-1998,http://us.imdb.com/M/title-exact?Wedding+Singer%2C+The+(1998)
20,72,3.4166666666666665,Angels and Insects (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Angels%20and%20Insects%20(1995)
463,71,3.859154929577465,"Secret of Roan Inish, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Secret%20of%20Roan%20Inish,%20The%20(1994)"
277,71,3.464788732394366,Restoration (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Restoration%20(1995)
949,71,3.3380281690140845,How to Make an American Quilt (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?How%20to%20Make%20an%20American%20Quilt%20(1995)
544,71,3.1549295774647885,Things to Do in Denver when You're Dead (1995),02-Feb-1996,http://us.imdb.com/M/title-exact?Things%20to%20Do%20in%20Denver%20when%20You're%20Dead%20(1995)
106,71,2.887323943661972,Diabolique (1996),01-Jan-1996,http://us.imdb.com/M/title-exact?Diabolique%20(1996)
647,70,4.1,Ran (1985),01-Jan-1985,http://us.imdb.com/M/title-exact?Ran%20(1985)
707,70,3.9285714285714284,Enchanted April (1991),01-Jan-1991,http://us.imdb.com/M/title-exact?Enchanted%20April%20(1991)
558,70,3.6714285714285713,Heavenly Creatures (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Heavenly%20Creatures%20(1994)
409,70,3.142857142857143,Jack (1996),07-Aug-1996,http://us.imdb.com/M/title-exact?Jack%20(1996)
633,69,4.057971014492754,"Christmas Carol, A (1938)",01-Jan-1938,"http://us.imdb.com/M/title-exact?Christmas%20Carol,%20A%20(1938)"
19,69,3.9565217391304346,Antonia's Line (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Antonia%20(1995)
160,69,3.463768115942029,Glengarry Glen Ross (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Glengarry%20Glen%20Ross%20(1992)
780,69,3.0,Dumb & Dumber (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Dumb%20&%20Dumber%20(1994)
384,69,2.782608695652174,Naked Gun 33 1/3: The Final Insult (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Naked%20Gun%2033%201/3:%20The%20Final%20Insult%20(1994)
687,69,2.1884057971014492,McHale's Navy (1997),18-Apr-1997,http://us.imdb.com/M/title-exact?McHale's%20Navy%20(1997)
487,68,4.102941176470588,Roman Holiday (1953),01-Jan-1953,http://us.imdb.com/M/title-exact?Roman%20Holiday%20(1953)
505,68,4.0,Dial M for Murder (1954),01-Jan-1954,http://us.imdb.com/M/title-exact?Dial%20M%20for%20Murder%20(1954)
497,68,3.838235294117647,Bringing Up Baby (1938),01-Jan-1938,http://us.imdb.com/M/title-exact?Bringing%20Up%20Baby%20(1938)
392,68,3.5441176470588234,"Man Without a Face, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Man%20Without%20a%20Face,%20The%20(1993)"
1035,68,3.161764705882353,Cool Runnings (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Cool%20Runnings%20(1993)
934,68,2.926470588235294,"Preacher's Wife, The (1996)",13-Dec-1996,"http://us.imdb.com/M/title-exact?Preacher's%20Wife,%20The%20(1996)"
80,68,2.764705882352941,Hot Shots! Part Deux (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993)
114,67,4.447761194029851,Wallace & Gromit: The Best of Aardman Animation (1996),05-Apr-1996,http://us.imdb.com/Title?Wallace+%26+Gromit%3A+The+Best+of+Aardman+Animation+(1996)
648,67,4.029850746268656,"Quiet Man, The (1952)",01-Jan-1952,"http://us.imdb.com/M/title-exact?Quiet%20Man,%20The%20(1952)"
434,67,3.8358208955223883,Forbidden Planet (1956),01-Jan-1956,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956)
491,67,3.791044776119403,"Adventures of Robin Hood, The (1938)",01-Jan-1938,"http://us.imdb.com/M/title-exact?Adventures%20of%20Robin%20Hood,%20The%20(1938)"
469,67,3.7761194029850746,Short Cuts (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Short%20Cuts%20(1993)
371,67,3.1641791044776117,"Bridges of Madison County, The (1995)",09-Feb-1996,"http://us.imdb.com/M/title-exact?Bridges%20of%20Madison%20County,%20The%20(1995)"
167,67,2.955223880597015,Private Benjamin (1980),01-Jan-1980,http://us.imdb.com/M/title-exact?Private%20Benjamin%20(1980)
569,67,2.701492537313433,Wolf (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Wolf%20(1994)
120,67,2.2388059701492535,Striptease (1996),28-Jun-1996,http://us.imdb.com/M/title-exact?Striptease%20(1996)
189,66,4.106060606060606,"Grand Day Out, A (1992)",01-Jan-1992,"http://us.imdb.com/M/title-exact?Grand%20Day%20Out,%20A%20(1992)"
606,66,4.045454545454546,All About Eve (1950),01-Jan-1950,http://us.imdb.com/M/title-exact?All%20About%20Eve%20(1950)
607,66,3.9696969696969697,Rebecca (1940),01-Jan-1940,http://us.imdb.com/M/title-exact?Rebecca%20(1940)
207,66,3.8181818181818183,Cyrano de Bergerac (1990),01-Jan-1990,http://us.imdb.com/M/title-exact?Cyrano%20de%20Bergerac%20(1990)
1073,66,3.8181818181818183,Shallow Grave (1994),01-Jan-1994,http://us.imdb.com/Title?Shallow+Grave+(1994)
855,66,3.727272727272727,Diva (1981),01-Jan-1981,http://us.imdb.com/M/title-exact?Diva%20(1981)
262,66,3.712121212121212,In the Company of Men (1997),01-Aug-1997,http://us.imdb.com/M/title-exact?In+the+Company+of+Men+(1997)
993,66,3.515151515151515,Hercules (1997),27-Jun-1997,http://us.imdb.com/M/title-exact?Hercules+(1997)
538,66,3.4242424242424243,Anastasia (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Anastasia+(1997)
220,66,3.3636363636363638,"Mirror Has Two Faces, The (1996)",15-Nov-1996,"http://us.imdb.com/M/title-exact?Mirror%20Has%20Two%20Faces,%20The%20(1996)"
790,66,2.909090909090909,Tommy Boy (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Tommy%20Boy%20(1995)
452,66,2.6666666666666665,Jaws 2 (1978),01-Jan-1978,http://us.imdb.com/M/title-exact?Jaws%202%20(1978)
488,65,4.2,Sunset Blvd. (1950),01-Jan-1950,http://us.imdb.com/M/title-exact?Sunset%20Boulevard%20(1950)
171,65,3.876923076923077,Delicatessen (1991),01-Jan-1991,http://us.imdb.com/M/title-exact?Delicatessen%20(1991)
128,65,3.5384615384615383,Supercop (1992),26-Jul-1996,http://us.imdb.com/M/title-exact?Police%20Story%20III:%20Supercop%20(1992)
345,65,3.4,Deconstructing Harry (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-118954
387,65,3.3846153846153846,"Age of Innocence, The (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Age%20of%20Innocence,%20The%20(1993)"
108,65,3.076923076923077,Kids in the Hall: Brain Candy (1996),12-Apr-1996,http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996)
672,65,2.723076923076923,Candyman (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Candyman%20(1992)
145,65,2.4461538461538463,"Lawnmower Man, The (1992)",01-Jan-1992,"http://us.imdb.com/M/title-exact?Lawnmower%20Man,%20The%20(1992)"
165,64,4.109375,Jean de Florette (1986),01-Jan-1986,http://us.imdb.com/M/title-exact?Jean%20de%20Florette%20(1986)
60,64,4.015625,Three Colors: Blue (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993)
486,64,3.796875,Sabrina (1954),01-Jan-1954,http://us.imdb.com/M/title-exact?Sabrina%20(1954)
887,64,3.609375,Eve's Bayou (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Eve's+Bayou+(1997)
416,64,3.484375,Old Yeller (1957),01-Jan-1957,http://us.imdb.com/M/title-exact?Old%20Yeller%20(1957)
959,64,3.46875,Dazed and Confused (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Dazed%20and%20Confused%20(1993)
616,64,3.421875,Night of the Living Dead (1968),01-Jan-1968,http://us.imdb.com/M/title-exact?Night%20of%20the%20Living%20Dead%20(1968)
1009,64,3.375,Stealing Beauty (1996),14-Jun-1996,http://us.imdb.com/M/title-exact?Stealing%20Beauty%20(1996)
334,64,3.359375,U Turn (1997),01-Jan-1997,http://us.imdb.com/Title?U+Turn+(1997)
468,64,3.3125,Rudy (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Rudy%20(1993)
619,64,3.171875,Extreme Measures (1996),27-Sep-1996,http://us.imdb.com/M/title-exact?Extreme%20Measures%20(1996)
595,64,3.09375,"Fan, The (1996)",16-Aug-1996,"http://us.imdb.com/M/title-exact?Fan,%20The%20(1996)"
516,63,3.9682539682539684,Local Hero (1983),01-Jan-1983,http://us.imdb.com/M/title-exact?Local%20Hero%20(1983)
481,63,3.9365079365079363,"Apartment, The (1960)",01-Jan-1960,"http://us.imdb.com/M/title-exact?Apartment,%20The%20(1960)"
740,63,3.4761904761904763,Jane Eyre (1996),05-Apr-1996,http://us.imdb.com/M/title-exact?Jane%20Eyre%20(1996)
727,63,3.4603174603174605,Immortal Beloved (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Immortal%20Beloved%20(1994)
553,63,3.2857142857142856,"Walk in the Clouds, A (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Walk%20in%20the%20Clouds,%20A%20(1995)"
450,63,2.3968253968253967,Star Trek V: The Final Frontier (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989)
499,62,3.9516129032258065,Cat on a Hot Tin Roof (1958),01-Jan-1958,http://us.imdb.com/M/title-exact?Cat%20on%20a%20Hot%20Tin%20Roof%20(1958)
414,62,3.532258064516129,My Favorite Year (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?My%20Favorite%20Year%20(1982)
1041,62,3.193548387096774,Forget Paris (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Forget%20Paris%20(1995)
254,62,2.4516129032258065,Batman & Robin (1997),20-Jun-1997,http://us.imdb.com/M/title-exact?Batman+%26+Robin+(1997)
140,61,3.2131147540983607,Homeward Bound: The Incredible Journey (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Homeward%20Bound:%20The%20Incredible%20Journey%20(1993)
946,61,3.1475409836065573,"Fox and the Hound, The (1981)",01-Jan-1981,"http://us.imdb.com/M/title-exact?Fox%20and%20the%20Hound,%20The%20(1981)"
493,60,4.15,"Thin Man, The (1934)",01-Jan-1934,"http://us.imdb.com/M/title-exact?Thin%20Man,%20The%20(1934)"
939,60,3.6,Murder in the First (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Murder%20in%20the%20First%20(1995)
609,60,3.5833333333333335,Father of the Bride (1950),01-Jan-1950,http://us.imdb.com/M/title-exact?Father%20of%20the%20Bride%20(1950)
278,60,3.2333333333333334,Bed of Roses (1996),01-Jan-1996,http://us.imdb.com/M/title-exact?Bed%20of%20Roses%20(1996)
158,60,2.6166666666666667,Weekend at Bernie's (1989),01-Jan-1989,http://us.imdb.com/M/title-exact?Weekend%20at%20Bernie's%20(1989)
615,59,4.0508474576271185,"39 Steps, The (1935)",01-Jan-1935,"http://us.imdb.com/M/title-exact?39%20Steps,%20The%20(1935)"
61,59,3.864406779661017,Three Colors: White (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994)
492,59,3.864406779661017,East of Eden (1955),01-Jan-1955,http://us.imdb.com/M/title-exact?East%20of%20Eden%20(1955)
495,59,3.6610169491525424,Around the World in 80 Days (1956),01-Jan-1956,http://us.imdb.com/M/title-exact?Around%20the%20World%20in%2080%20Days%20(1956)
1119,59,3.6610169491525424,Some Kind of Wonderful (1987),01-Jan-1987,http://us.imdb.com/M/title-exact?Some%20Kind%20of%20Wonderful%20(1987)
581,59,3.2203389830508473,Kalifornia (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Kalifornia%20(1993)
880,59,3.169491525423729,Soul Food (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Soul+Food+(1997)
561,59,3.0677966101694913,Mary Shelley's Frankenstein (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Mary%20Shelley's%20Frankenstein%20(1994)
737,59,2.983050847457627,Sirens (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Sirens%20(1994)
391,59,2.7457627118644066,Last Action Hero (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Last%20Action%20Hero%20(1993)
923,58,4.155172413793103,Raise the Red Lantern (1991),01-Jan-1991,http://us.imdb.com/M/title-exact?Da%20Hong%20Deng%20Long%20Gao%20Gao%20Gua%20(1991)
166,58,4.120689655172414,Manon of the Spring (Manon des sources) (1986),01-Jan-1986,http://us.imdb.com/M/title-exact?Manon%20des%20sources%20(1986)
632,58,3.896551724137931,Sophie's Choice (1982),01-Jan-1982,http://us.imdb.com/M/title-exact?Sophie's%20Choice%20(1982)
741,58,3.4482758620689653,"Last Supper, The (1995)",05-Apr-1996,"http://us.imdb.com/M/title-exact?Last%20Supper,%20The%20(1995)"
898,58,3.2241379310344827,"Postman, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-119925
716,58,3.1551724137931036,Home for the Holidays (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Home%20for%20the%20Holidays%20(1995)
85,58,3.0344827586206895,"Ref, The (1994)",01-Jan-1994,"http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)"
722,58,2.9310344827586206,Nine Months (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Nine%20Months%20(1995)
512,57,4.0,Wings of Desire (1987),01-Jan-1987,"http://us.imdb.com/Title?Himmel+%FCber+Berlin,+Der+(1987)"
502,57,3.7017543859649122,Bananas (1971),01-Jan-1971,http://us.imdb.com/M/title-exact?Bananas%20(1971)
754,57,3.3859649122807016,Red Corner (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Red+Corner+(1997)
770,57,3.3859649122807016,Devil in a Blue Dress (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Devil%20in%20a%20Blue%20Dress%20(1995)
27,57,3.1052631578947367,Bad Boys (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995)
142,57,3.0701754385964914,Bedknobs and Broomsticks (1971),01-Jan-1971,http://us.imdb.com/M/title-exact?Bedknobs%20and%20Broomsticks%20(1971)
40,57,2.8947368421052633,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)"
827,57,2.7719298245614037,Daylight (1996),06-Dec-1996,http://us.imdb.com/M/title-exact?Daylight%20(1996)
931,57,2.1578947368421053,"Island of Dr. Moreau, The (1996)",23-Aug-1996,"http://us.imdb.com/M/title-exact?Island%20of%20Dr.%20Moreau,%20The%20(1996)"
494,56,4.0,His Girl Friday (1940),01-Jan-1940,http://us.imdb.com/M/title-exact?His%20Girl%20Friday%20(1940)
813,56,3.892857142857143,"Celluloid Closet, The (1995)",15-Mar-1996,"http://us.imdb.com/M/title-exact?Celluloid%20Closet,%20The%20(1995)"
395,56,2.5892857142857144,Robin Hood: Men in Tights (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Robin%20Hood:%20Men%20in%20Tights%20(1993)
847,55,3.727272727272727,Looking for Richard (1996),11-Oct-1996,http://us.imdb.com/M/title-exact?Looking%20for%20Richard%20(1996)
344,55,3.6545454545454548,"Apostle, The (1997)",18-Dec-1997,http://us.imdb.com/M/title-exact?imdb-title-118632
369,55,2.6363636363636362,Black Sheep (1996),02-Feb-1996,http://us.imdb.com/M/title-exact?Black%20Sheep%20(1996)
413,55,2.6363636363636362,Tales from the Crypt Presents: Bordello of Blood (1996),19-Jul-1996,http://us.imdb.com/M/title-exact?Tales%20from%20the%20Crypt%20Presents:%20Bordello%20of%20Blood%20(1996)
675,54,3.5555555555555554,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",01-Jan-1922,"http://us.imdb.com/M/title-exact?Nosferatu,%20eine%20Symphonie%20des%20Grauens%20(1922)"
721,54,3.4444444444444446,Mallrats (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Mallrats%20(1995)
76,54,3.4074074074074074,Carlito's Way (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993)
535,54,3.1666666666666665,Addicted to Love (1997),23-May-1997,http://us.imdb.com/M/title-exact?Addicted%20to%20Love%20%281997%29
102,54,3.1296296296296298,"Aristocats, The (1970)",01-Jan-1970,"http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)"
396,54,2.814814814814815,Serial Mom (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Serial%20Mom%20(1994)
1065,53,3.490566037735849,Koyaanisqatsi (1983),01-Jan-1983,http://us.imdb.com/M/title-exact?Koyaanisqatsi%20(1983)
886,53,3.0754716981132075,"Life Less Ordinary, A (1997)",01-Jan-1997,"http://us.imdb.com/M/title-exact?Life+Less+Ordinary,+A+(1997)"
702,53,3.018867924528302,Barcelona (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Barcelona%20(1994)
892,53,2.7547169811320753,Flubber (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?imdb-title-119137
875,53,2.7358490566037736,She's So Lovely (1997),22-Aug-1997,http://us.imdb.com/M/title-exact?She%27s+So+Lovely+(1997)
849,53,2.7169811320754715,Days of Thunder (1990),01-Jan-1990,http://us.imdb.com/M/title-exact?Days%20of%20Thunder%20(1990)
840,53,2.660377358490566,Last Man Standing (1996),20-Sep-1996,http://us.imdb.com/M/title-exact?Last%20Man%20Standing%20(1996/I)
441,53,2.5660377358490565,"Amityville Horror, The (1979)",01-Jan-1979,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)"
489,52,4.115384615384615,Notorious (1946),01-Jan-1946,http://us.imdb.com/M/title-exact?Notorious%20(1946)
466,52,3.5961538461538463,Red Rock West (1992),01-Jan-1992,http://us.imdb.com/M/title-exact?Red%20Rock%20West%20(1992)
768,52,3.076923076923077,Casper (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Casper%20(1995)
342,52,2.923076923076923,"Man Who Knew Too Little, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Man+Who+Knew+Too+Little%2C+The+(1997)
877,52,2.5384615384615383,Excess Baggage (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Excess+Baggage+(1997)
614,51,3.7450980392156863,Giant (1956),01-Jan-1956,http://us.imdb.com/M/title-exact?Giant%20(1956)
749,51,3.176470588235294,"MatchMaker, The (1997)",01-Jan-1997,http://us.imdb.com/M/title-exact?Matchmaker%2C+The+(1997)
712,51,3.0784313725490198,Tin Men (1987),01-Jan-1987,http://us.imdb.com/M/title-exact?Tin%20Men%20(1987)
542,51,2.5294117647058822,Pocahontas (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Pocahontas%20(1995)
490,50,4.02,To Catch a Thief (1955),01-Jan-1955,http://us.imdb.com/M/title-exact?To%20Catch%20a%20Thief%20(1955)
297,50,3.96,Ulee's Gold (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Ulee%27s+Gold+(1997)
602,50,3.7,"American in Paris, An (1951)",01-Jan-1951,"http://us.imdb.com/M/title-exact?American%20in%20Paris,%20An%20(1951)"
686,50,3.68,"Perfect World, A (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Perfect%20World,%20A%20(1993)"
806,50,3.46,Menace II Society (1993),01-Jan-1993,http://us.imdb.com/M/title-exact?Menace%20II%20Society%20(1993)
649,50,3.4,Once Upon a Time in America (1984),01-Jan-1984,http://us.imdb.com/M/title-exact?Once%20Upon%20a%20Time%20in%20America%20(1984)
206,50,3.38,Akira (1988),01-Jan-1988,http://us.imdb.com/M/title-exact?Akira%20(1988)
1017,50,3.24,Trees Lounge (1996),11-Oct-1996,http://us.imdb.com/M/title-exact?Trees%20Lounge%20(1996)
570,50,3.1,Wyatt Earp (1994),01-Jan-1994,http://us.imdb.com/M/title-exact?Wyatt%20Earp%20(1994)
139,50,2.78,"Love Bug, The (1969)",01-Jan-1969,"http://us.imdb.com/M/title-exact?Love%20Bug,%20The%20(1969)"
955,49,3.4081632653061225,Before Sunrise (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Before%20Sunrise%20(1995)
833,49,3.204081632653061,Bulletproof (1996),06-Sep-1996,http://us.imdb.com/M/title-exact?Bulletproof%20(1996)
772,49,3.061224489795918,Kids (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Kids%20(1995)
541,49,2.877551020408163,Mortal Kombat (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Mortal%20Kombat%20(1995)
824,49,2.7551020408163267,"Great White Hype, The (1996)",03-May-1996,"http://us.imdb.com/M/title-exact?Great%20White%20Hype,%20The%20(1996)"
977,49,2.693877551020408,"Substitute, The (1996)",19-Apr-1996,"http://us.imdb.com/M/title-exact?Substitute,%20The%20(1996)"
406,49,2.4489795918367347,Thinner (1996),25-Oct-1996,http://us.imdb.com/M/title-exact?Thinner%20(1996)
683,49,2.4081632653061225,Rocket Man (1997),01-Jan-1997,http://us.imdb.com/M/title-exact?Rocket+Man+(1997)
467,48,3.7916666666666665,"Bronx Tale, A (1993)",01-Jan-1993,"http://us.imdb.com/M/title-exact?Bronx%20Tale,%20A%20(1993)"
365,48,3.2083333333333335,Powder (1995),01-Jan-1995,http://us.imdb.com/M/title-exact?Powder%20(1995)
562,48,3.2083333333333335,"Quick and the Dead, The (1995)",01-Jan-1995,"http://us.imdb.com/M/title-exact?Quick%20and%20the%20Dead,%20The%20(1995)"
